,result,moves
205,-1,"['8R', '7L', '6R', '7R', '8R', '8R', '8L', '7R', '7L', '6R', '10L']"
206,-1,"['8R', '8R', '9R', '6R', '8L', '8R', '6L', '8L']"
207,-1,"['6R', '7L', '10R', '6R', '9R', '10L', '8R', '6L', '9L']"
208,1,"['9L', '6L', '10R', '7R', '6L', '9L', '6L', '8R', '6R']"
209,-1,"['8L', '9L', '6R', '8R', '6R', '8L', '6L', '10R', '8L', '10L', '9R', '10L', '9R', '10L', '10L', '7R', '10R']"
210,-1,"['6L', '8R', '8L', '7L', '7L', '6L', '6R', '9R', '10R', '6L', '8R', '6R']"
211,-1,"['7L', '10L', '8R', '10L', '10R', '7R', '10L', '10L', '9L', '6L', '7L', '9R', '8R', '9L', '6R', '7R', '8R', '9R']"
212,-1,"['8L', '7R', '7R', '10R', '7L', '10R', '8L', '7R', '7R', '6L', '6L', '8L', '10R', '9R', '10L', '9L']"
213,1,"['8R', '8R', '8R', '6L', '9L', '7L', '9L', '9R', '10R', '8L', '6R', '7R']"
214,1,"['10R', '6L', '10R', '7R', '7L', '6L', '7L', '10L', '9L', '8R', '10R', '8R', '6L', '9L', '6R']"
215,1,"['9R', '7L', '10L', '8R', '6R', '9L', '6L', '9L', '8L', '7L', '6L', '9L', '7L', '8R', '10R', '9R', '7R', '8L', '7L', '7L', '7R', '8L', '7L', '6R']"
216,-1,"['9L', '6L', '10R', '8L', '7L', '6R', '7R', '6L', '9R', '6L', '7R', '8R', '9L', '7R', '8R', '9L', '8R', '9L', '8R', '9L', '8R', '9R', '9R', '9L', '8R']"
217,1,"['6R', '10L', '9L', '8R', '10R', '7L', '9L']"
218,1,"['8R', '9L', '9L', '8R', '9L', '7L', '6R', '7L', '8R', '9L']"
219,-1,"['9L', '8R', '9R', '10L', '8L', '7L', '10L', '7R', '6R', '10L', '9R', '10R', '7R', '7R', '10L', '7L', '8R', '6L', '9L', '8L', '7R']"
220,-1,"['8R', '7R', '9L', '6R', '7R']"
221,-1,"['7L', '6R', '7R', '7L', '7L', '8L', '7L', '10L', '8L', '7L', '6L', '8L']"
222,-1,"['8R', '9R', '8R', '6R', '7L', '6L', '8R', '9L', '10R', '8L', '10L', '9R', '10R', '7L', '10R', '6L', '8L', '7L', '8L']"
223,-1,"['10R', '7L', '6L', '10R', '10R', '7L', '10L', '9R', '10R', '10R', '8L', '6R']"
224,-1,"['8L', '6L', '8R', '6L', '10R', '8R']"
225,-1,"['10L', '6R', '7L', '8R', '6L', '8R', '8R', '7L', '6L']"
226,1,"['7L', '9L', '8R', '10R', '6R', '8R', '6R', '10L', '8R', '6R', '8L', '7L', '9L', '8R', '9L', '8L']"
227,-1,"['6L', '8L', '6L', '7R', '6R', '6L', '7L', '6R', '8R', '9R', '9R', '10R', '10L']"
228,-1,"['10L', '9R', '9R', '6R', '7R', '8R', '9L', '10L', '6L', '8L', '6L', '9L', '8R']"
229,1,"['8R', '9L', '10R', '7L', '8R', '6L', '10L', '9L', '8L', '9R']"
230,1,"['7R', '9L', '6L', '6L', '6L', '7L', '8R', '10L', '8L', '8R', '6R', '7L', '6R', '9R', '6R', '9L', '6L', '8R', '9R', '10L', '9L', '8R', '9L', '8R', '6L', '8L']"
231,1,"['7R', '9R', '6L', '10R']"
232,-1,"['9L', '7R', '10L', '7L', '8L', '10R', '7R', '8L', '6R', '7L', '7L', '10R', '7L', '6R', '7L', '6L', '8L']"
233,-1,"['9R', '8L', '8L', '9R', '10R', '10L', '9R', '10R', '8R', '7R', '9L', '7L', '9L', '8R']"
234,-1,"['9L', '9R', '6L', '6L']"
235,-1,"['9L', '8R', '8R', '7R', '6L', '8R', '9L', '10L', '6R', '8R', '10R', '9R', '9R', '10L', '6R']"
236,-1,"['7R', '9L', '8R', '9L', '10R', '6L', '10L', '8L', '7R', '8L', '7L']"
237,1,"['10L', '7L', '10R', '9L', '10R', '9R', '9L', '10R', '7L', '6R', '7R', '8L', '7R', '8L', '7R', '8R']"
238,-1,"['7R', '7L', '7L', '10L', '8R', '7R', '10R', '8L', '9L', '7R', '8L', '7L', '6L', '7R', '9R', '10L', '6R', '9L', '7L', '8R', '7R', '6L', '10L']"
239,1,"['7R', '10R', '9L', '6R', '7L', '6R', '7R', '8L', '9R', '7R', '8L']"
240,-1,"['6L', '6L', '9L', '10L', '9L', '7L', '10R', '8R', '7R', '9R', '10R']"
241,-1,"['9R', '7L', '10R', '6L', '9L', '8L', '6L', '8R', '7L', '8R', '7L', '9L', '8R', '9R']"
242,-1,"['6L', '8R', '6R', '8L', '9R', '6R', '8L', '9R', '6R', '9R', '10L', '9R']"
243,-1,"['10R', '10L', '9R', '10R', '9R', '10L', '7R', '10R', '7L', '10R', '6R', '7L', '6R', '7L', '6R', '7L', '6L', '10R', '8L', '9L', '10R', '10R', '7L', '9R', '10R']"
244,-1,"['10L', '6L', '7R', '10R', '7L', '6R']"
245,-1,"['10L', '7L', '9R', '8R']"
246,-1,"['10L', '7L', '6R', '10R', '6L', '9L', '8L', '7L', '10R', '6R', '7L', '8R', '9L', '8R']"
247,-1,"['6L', '9R', '8L', '10L', '9R', '7R', '8R', '9L', '6L', '9R', '6L', '10L', '8L', '6R', '7L', '6L', '8R', '7L', '6L', '10R', '9L', '8L', '7L', '6L', '9R', '7L', '6R', '8L', '7R']"
248,-1,"['9R', '9R', '6L', '10L', '6L', '9R', '8R', '8R', '7R']"
249,-1,"['10R', '7L', '6R', '6L', '6L', '7L', '6L', '10L', '10L', '6R', '7R', '8L', '6R', '7L', '6R', '7L', '6R', '7L', '6R', '7R', '8L']"
250,-1,"['9R', '6L', '6R', '7L', '6L', '10R', '6L', '9L', '9L']"
251,1,"['8L', '10L', '9L', '8L', '10R', '6L', '10R', '9L', '9L', '8L', '10L', '9L', '8L']"
252,-1,"['7R', '8L', '7R', '10L', '8R', '6R', '7R', '8L', '7R', '6R', '9L', '8L', '10L', '9L', '7R', '7R', '10L', '7R', '9R', '7L', '6R', '10L', '9R', '10L', '9L', '8R', '9R', '10R', '8R', '6R']"
253,-1,"['7L', '10L', '10R', '7R', '8R', '9L', '9L', '8L', '7R']"
254,-1,"['7R', '8R', '8R', '6R', '8R', '10L', '9L', '8L', '7R', '8L', '7R', '8L', '7L', '7R', '8R', '9L', '8R', '9R']"
255,1,"['8R', '8L', '10L', '8R']"
256,-1,"['6L', '7R', '10L', '6R', '9L', '8R', '7L', '6L', '10L', '7R', '8R', '10R', '6L', '9L', '7L', '6R', '8L', '7R', '9L', '8R']"
257,-1,"['10R', '8R', '7R', '10R', '7R', '10L', '8R', '6R', '10R', '9L', '7L', '8L', '6L', '6L']"
258,-1,"['7L', '10R', '8R', '6R', '10R', '10L', '10R', '6R', '10R', '10R', '10R', '9L']"
259,-1,"['9L', '6R', '7R', '10L', '9R', '10L', '9L', '8R', '9R', '10R']"
260,-1,"['10L', '9L', '9R', '9R', '9L', '7L', '6L', '7R', '8R', '9L', '8L', '7R', '8R']"
261,-1,"['9L', '10R', '6R', '6R', '7L', '7R', '8L', '10L', '8L', '9R', '9R', '10R', '8R', '6L', '9L', '10L', '6L', '9R', '7R']"
262,-1,"['6L', '10R', '7L', '10L', '8L', '6L', '6L', '7R', '10R', '9R', '6R', '9L', '8R']"
263,-1,"['7L', '6R', '8L', '8R', '6L', '9R', '7L', '9L']"
264,-1,"['10R', '6R', '10R', '8R', '8L', '7R']"
265,-1,"['7R', '9R', '6R', '8R', '8R', '9L', '9R', '8L', '6L', '7R', '8R', '9R', '10L', '7R', '8R', '9R', '7L', '7R', '8L', '10R', '6R', '7R']"
266,-1,"['9L', '10L', '9R', '10L', '6R', '7L', '8R', '6R', '10R', '7R', '8L', '7R', '8L', '7R', '8L']"
267,-1,"['6R', '6R', '10R', '8L']"
268,1,"['6R', '7R', '6R', '6L', '8L', '6L', '10R', '6L', '7R', '10R', '8L', '6R', '10L', '7L', '9L', '8L', '7R']"
269,1,"['9L', '7L', '7L', '6L', '9R', '10L', '7L', '9L', '9L', '6R', '7L', '7R', '8L']"
270,-1,"['8R', '7R', '8L', '7R', '8L', '6R', '8R', '10L', '6L', '7L', '10L', '8L', '8L', '9R', '9L', '8R']"
271,-1,"['8L', '6L', '9R', '8L', '10L', '7R', '9R', '10R', '6L', '9L', '8R', '10L', '6L', '9L', '8R']"
272,1,"['8R', '6R', '7L', '10R', '9L', '6L', '6R', '8R', '9R', '10L', '8L']"
273,-1,"['7R', '8L', '7L', '10R', '7L', '9R', '7L', '10R', '9L', '8L']"
274,1,"['8R', '7R', '7R', '10R', '7L', '9L', '8R']"
275,-1,"['9L', '9R', '8L', '10R', '10R', '6R', '8R', '6R', '7L', '10R', '6R', '6L', '9R']"
276,-1,"['6R', '6R', '6R', '7R', '9L', '6L', '7R', '10L', '9R', '10R', '8L', '6R', '8L', '7L', '7R', '8R', '10R', '9L', '8L', '7R', '8R']"
277,-1,"['10R', '8L', '9R', '7L', '6R', '9L', '9L', '10R', '8R', '9L', '8L', '6R', '9L', '7R', '8R', '10R', '9R', '10R', '10R']"
278,1,"['10L', '9R', '10R', '10R', '9R', '10R', '6R', '9L', '8R', '9L', '8L']"
279,-1,"['7L', '7R', '10L', '9R', '6L', '7R', '7L', '7R', '7L', '9R', '9L', '8L', '7R', '8L', '7R', '8L', '8R', '7L', '6R', '7R', '6L', '6R']"
280,1,"['6L', '7L', '6L', '10R', '7R', '8R', '6L', '7L', '6R', '8L', '7R', '9L', '10L', '9L', '8R', '7L', '6L', '9R', '10L', '8R', '6R', '7R', '9L', '8L', '10R', '7R', '8L']"
281,-1,"['8L', '7L', '9L', '7L', '8R', '9L', '8L', '9L', '7R', '8L', '7L', '6L', '9R']"
282,1,"['6L', '6L', '8L', '6R', '8R', '9L', '10L', '6L', '8R', '10R', '8R', '6L', '8R', '6R', '7L', '6L']"
283,-1,"['8L', '10R', '8L', '7L', '10R', '10R', '9L']"
284,-1,"['9R', '6R', '10R', '7L', '7R', '8R', '9L', '8L', '9R', '6R', '8L', '10L', '9R', '9R']"
285,-1,"['8L', '7R', '9L', '9L', '8R', '7R', '8L', '7R', '8R']"
286,-1,"['7L', '9R', '10L', '7L', '6R', '9L', '8L', '8R', '9L', '8L', '7R', '6R', '7L', '6L', '9L']"
287,-1,"['8R', '8R', '6L', '7R', '9R', '6L', '10R']"
288,1,"['10R', '8L', '10R', '9R', '6L', '7L', '8R', '8R', '7R', '7R', '8R', '6L', '10R', '8L', '9L', '9R', '9R', '10R', '8L']"
289,-1,"['6R', '7L', '7L', '6L', '10R', '10L', '8R']"
290,-1,"['6R', '10R', '10L', '6L', '6L', '10L', '9R', '10L', '9L']"
291,-1,"['6L', '6R', '9L', '7L', '10R', '6R', '7R', '10L', '8L', '9R', '10R', '7R']"
292,-1,"['7L', '9R', '9L', '7R', '7R', '6R', '9R', '10R', '10L']"
293,-1,"['8R', '9L', '8R', '6R', '10L', '9R', '6R', '7L', '8L']"
294,-1,"['9L', '9R', '9R', '7R', '10L', '7R', '9L', '8R', '7L', '7R', '10R', '10R', '8L']"
295,1,"['7L', '9R', '8L', '9L', '8L', '7R', '6R', '6L', '7R', '9R', '10L', '9R', '6R', '9R', '10L', '9R']"
296,0,"['9L', '10L', '8R', '10L', '8R', '7R', '7L', '10R', '8R', '9L', '8L']"
297,1,"['9L', '10L', '6L', '9R', '7L', '8R', '8L', '7L', '8R', '6L', '7R', '8L']"
298,-1,"['9L', '7R', '7R', '10L', '8R', '10R', '6L']"
299,-1,"['10L', '9R', '10R', '6L', '10R', '9R', '6L', '9R', '10R', '8L', '8L', '7L', '6R', '8R', '7L', '6R', '7L', '6R', '7R', '8L']"
300,-1,"['7L', '9R', '10R', '7R', '8L', '6L', '9R', '8L']"
301,-1,"['10L', '7R', '10L', '7R', '10R', '9R', '8L', '9R', '10L', '9R', '10L', '9R', '10R', '9L', '10R', '8L', '7L', '6L', '6R']"
302,-1,"['7L', '6R', '9R', '10L', '10R', '9L', '8R', '8R', '10R', '10L', '7R', '9R', '8L', '7L', '6L', '6L', '7R', '10R', '8R', '10R', '6R', '7L']"
303,1,"['10L', '7L', '10R', '9L', '6R', '10L', '9L', '7L', '7L', '8R', '9L', '9R']"
304,1,"['10R', '9R', '7L', '8R', '10R', '10L', '8L', '9L', '6L', '7R', '8R', '10L', '6R', '8R', '7L', '9L', '8L', '7L', '7R', '8R', '9R', '9L']"
305,1,"['6R', '6R', '6R', '9L', '6L', '8L', '7R', '6L', '8R', '10R', '8R']"
306,0,"['8R', '10L', '9L', '7L', '6L', '9L', '9R', '10R', '8R', '10L', '6R']"
307,1,"['6R', '8R', '6R', '6L', '7L', '9L', '8R', '10R', '6L', '10L']"
308,-1,"['8R', '6L', '9R', '9R', '7L', '9L', '6R', '7R', '7R', '8L', '7R', '8L', '10R', '7L', '6R', '7R', '8R', '9R', '10R', '9L', '6R', '7R', '8R', '9L', '8L']"
309,1,"['7R', '6R', '7R', '7L', '8R', '9L', '8R', '9R', '8R', '6L', '6R', '9L', '7R', '9R', '8L', '10R', '8R', '6L', '8L', '10L', '9R', '9R', '9R', '9L', '8R']"
310,1,"['8L', '10L', '6R', '9R', '6R', '7L', '10L', '9L', '7R', '8R', '6R', '10L', '9R', '10L', '9L', '8R']"
311,1,"['6R', '9L', '8L', '10R', '10R', '8R', '10R']"
312,1,"['9L', '7R', '10R', '8R']"
313,1,"['8R', '7L', '10R', '6L', '6R', '10R', '10R']"
314,-1,"['8L', '7L', '8R', '8L', '6R', '8L', '7R', '8R', '10R', '7R']"
315,-1,"['7L', '7R', '6L', '6R', '10R']"
316,-1,"['10R', '6L', '10R', '7L', '9R', '7R', '8R', '10L', '9L', '6L', '8L']"
317,-1,"['6R', '6L', '10L', '7R', '9L', '8R', '7R', '10L', '9L', '6R', '10R', '6R', '10R', '7L', '9R', '6L', '9L', '8R']"
318,-1,"['6L', '10R', '6R', '10L', '8R', '9R', '10R', '7R', '8L', '7L', '9R']"
319,-1,"['8L', '6R', '7L', '10L', '9L', '7R', '8R', '10L', '8L', '9L', '10L', '9R', '10L']"
320,-1,"['6R', '7R', '8L', '6L', '10L', '10L', '6R', '8L', '10L']"
321,-1,"['9R', '9L', '10R', '10R', '7L', '6L']"
322,-1,"['8L', '9L', '6R', '9R', '6R', '8L', '7L', '6R', '6R']"
323,-1,"['7L', '10R', '10R', '8R', '7R', '7R', '6L', '10R', '7R', '9L', '8L', '9L']"
324,1,"['10L', '8L', '9L', '7L', '9R', '10R', '6R', '8R']"
325,-1,"['6R', '10L', '10R', '9L', '8L', '9R', '7R', '8R', '6R', '7R', '8R', '9R']"
326,-1,"['7R', '8R', '8L', '10R', '7R', '9L', '8R', '9L', '8R']"
327,1,"['10R', '10L', '6L', '10R', '6L']"
328,-1,"['10R', '6R', '7R', '8L', '6R', '8L', '10R', '6L']"
329,1,"['8L', '9L', '8R', '7R', '8L', '10R', '7L', '6L', '10L', '9L', '8L', '6R', '8L', '7L', '10R', '6L', '7R', '6R', '7L', '6R', '7L', '7R', '8R', '9R', '8R', '6L', '8R']"
330,-1,"['7R', '9R', '7R', '6R', '10L', '7R', '7R', '8R', '9L', '8R', '8R', '9L', '9R']"
331,-1,"['8R', '10L', '9R', '7L', '6L', '9R', '10R', '10L', '6L', '7L']"
332,-1,"['9L', '9R', '10R', '6L', '7R', '8R', '10R', '6L', '8L', '7L', '6R', '7L', '8L', '10R', '10L']"
333,-1,"['7R', '10L', '7R', '10R', '7L', '7L', '10L']"
334,-1,"['6L', '8R', '10R', '8L', '10R', '9L', '7L', '6R', '7R', '8L', '10L', '7L', '6L', '9R', '10L', '6L', '9R', '10L', '6R']"
335,-1,"['9L', '6R', '9L', '9L', '7R', '8L', '7L', '8R', '6L', '6R']"
336,-1,"['6L', '6R', '10R', '9L', '10R', '8R', '10R', '6R', '7L']"
337,-1,"['8R', '8R', '7R', '8L', '7L', '10L', '9L', '6L', '7R', '10R', '6R', '7L', '6L', '10R']"
338,-1,"['9L', '8R', '9R', '6R', '6L', '8L', '7L', '6R', '7L', '6R', '7R', '8L', '7L', '6R', '7R', '8L', '7L', '6R', '7L', '6L', '6R', '6R', '8L', '9L', '10L', '7R', '10R', '9L', '10L', '7R', '8R', '9R', '10R', '7R', '6L', '10R', '8L', '6L', '10L', '9R', '10R', '9R', '7L', '8L', '9L', '8R']"
339,1,"['10R', '6R', '10L', '8R', '9R', '6L', '8R', '10R', '7L', '6R', '9L', '8L', '7R', '8L', '7R', '8L']"
340,1,"['8L', '8R', '6R', '7L', '8R', '6L', '7R', '8R', '9L', '8R', '9L', '8L', '7L']"
341,-1,"['9L', '9L', '7L', '9R', '10L', '10L', '8R', '6R', '6R', '7R', '8L']"
342,1,"['10R', '9L', '8R', '10L', '10L', '8L', '9L', '6L']"
343,-1,"['6L', '9L', '8R', '7R', '6L', '8R']"
344,1,"['9R', '8L', '10L', '7L']"
345,1,"['8L', '7L', '10R', '7L', '6L', '10L', '8L']"
346,-1,"['8L', '9L', '8L']"
347,-1,"['7L', '6L', '6R', '7R', '8R', '9L', '7L', '6R', '10L']"
348,1,"['6R', '6L', '9R', '10L', '6L', '8R', '7L', '6L', '10R', '8L', '7L', '6L', '10R', '9L', '7L', '8L', '7L', '6R', '8R', '6L', '8R', '9L', '8R', '7R', '8R', '9L']"
349,-1,"['10R', '6L', '7R', '6R', '10R', '10R', '10R', '10L', '9L', '8R', '9L', '10L', '9L', '8R', '9R', '9L', '6L', '10L', '7R', '6R']"
350,-1,"['6L', '10L', '8R', '7R', '9L', '6R', '7R', '9R', '8R', '9L', '8R', '9L']"
351,-1,"['6R', '9R', '7R', '9R', '9R', '8R', '10R', '8L', '10R', '9L', '6R', '9R', '10R', '8R', '6L', '7L', '10R', '8R', '10R', '9R', '10L', '9R', '10R', '6R', '7R', '6L', '10R', '8R', '9L', '8L']"
352,-1,"['10R', '10R', '6R', '10R', '6R', '8L', '9L', '8L', '6L']"
353,-1,"['10R', '8R', '10R', '6R']"
354,1,"['9L', '10R', '10L', '8R', '10R', '6R']"
355,1,"['8R', '6R', '10L', '6R', '8L', '6L', '7R', '9R', '10L']"
356,-1,"['9L', '6R', '6R', '10R', '6L', '10R', '6L', '8L', '9R']"
357,1,"['6L', '8L', '7R', '8R', '7L', '7R', '9R', '8L']"
358,-1,"['8R', '7L', '6R', '10L', '9R', '9R', '7L', '7L', '9R', '7L', '10R', '10R', '6R', '9R', '7R', '8R']"
359,1,"['7R', '9L', '10R', '6R', '9L', '6L', '6L', '9L', '8R', '6R', '8R', '7R', '6L', '8R', '9R', '10L', '9L', '8R']"
360,1,"['8R', '9L', '8R', '9L', '8R', '7R', '10R', '9R', '7R', '6L', '9R', '10R', '8R', '9L', '8R', '9L', '6L']"
361,-1,"['6L', '7R', '9L', '6R', '7R', '10L', '9R', '9L', '8R']"
362,-1,"['8R', '9R', '10L', '9R', '9L', '8L', '8L', '7L', '6R', '8L', '7L', '6R', '9L', '8R']"
363,1,"['8L', '9L', '10L', '10R', '10R', '6L', '7R', '9L', '6L', '8R', '9L', '8L']"
364,-1,"['10L', '8L', '7R', '9R', '6L', '8R', '8L', '9R', '10L', '8R']"
365,1,"['7R', '6R', '6L', '10R', '7L', '7R', '10R', '8R', '6L', '7L', '8L', '6R', '9R', '7L', '10L', '6R', '7L', '6L', '10L', '7L', '6L', '10L', '9L', '7R', '10R', '9R', '8R', '9L']"
366,1,"['7R', '8L', '9R', '7R', '6L', '9L', '8L', '9L', '10R', '6R', '9L', '7R', '9L', '10R', '8L', '7L', '6L', '6R', '7L', '6L', '6R']"
367,-1,"['6L', '9L', '8R', '10L', '6R']"
368,-1,"['8R', '10R', '9R', '8R', '10R', '8L', '6R', '9L', '7R', '7L', '9R', '10R', '7R', '8L', '7L', '6R', '7L', '6R', '7R', '8L', '7R']"
369,-1,"['8L', '10L', '8R', '8R', '10L', '8L', '10L', '8L', '9R', '10R']"
370,-1,"['9R', '9R', '6R', '9R', '7R', '10L', '8L', '10L', '10L']"
371,1,"['9L', '9L', '8R', '6L', '6L', '10L']"
372,1,"['7R', '10R', '8L', '7R', '9L', '6L', '7L', '10L', '10L', '9L', '6R', '9L', '10L', '9L', '8R']"
373,1,"['6R', '10R', '6L']"
374,-1,"['10R', '8L', '9R', '10R', '10R', '9R', '10R', '8R', '10R', '6R', '7L', '10R', '8L', '7R', '8R', '9L', '8L']"
375,-1,"['7L', '8L', '9L', '8L', '10L', '8R', '6L', '6L', '10R', '6R']"
376,-1,"['6L', '8R', '10L', '8R', '9R', '7R', '10R', '8R', '9R', '10L', '7L']"
377,1,"['10L', '9R', '9L', '7R', '8L']"
378,1,"['6R', '6R']"
379,1,"['8R', '8L', '8L', '9R', '6L', '10R', '9L', '6R', '7R', '10L', '7R', '8R']"
380,1,"['9L', '7L', '10R', '6R', '8R', '10L', '10L', '9R', '10L', '9R', '10L', '9L', '10R', '10L', '7R', '8L', '7R', '8R']"
381,-1,"['10R', '8R', '7L', '7R', '8R', '10R', '9L', '8L', '6R', '9R', '7L', '6L', '9R', '8R', '6R']"
382,-1,"['7L', '10L', '8R', '9L', '9R', '6L', '6L', '8L', '10L', '8R', '7R', '8L']"
383,-1,"['9R', '6R', '8R', '8R', '7L', '7R', '8R', '6L', '9R', '10R', '6R', '7L', '6L', '6R', '7R', '8L']"
384,1,"['9L', '7L', '6R', '8L', '9R', '10R', '10R', '9L', '10L']"
385,-1,"['8R', '7R', '6R', '10R', '9L', '10R', '8L']"
386,-1,"['6L', '8L', '8R', '9R', '7R', '9L', '8L', '6R', '9L', '6R', '9R', '10L', '6R', '6L', '7L', '9L', '10R', '8R', '9L', '10R', '8L']"
387,1,"['8L', '8R', '6L', '10R', '9R', '8R', '9R']"
388,1,"['7L', '8R', '8R', '9R', '7R', '8R', '10R', '10L', '9L', '6R', '10L', '6L', '9R', '9L', '8L', '7L', '6R']"
389,-1,"['8R', '10L', '9L', '7L', '8R', '9L', '8R', '10R', '6R', '7L']"
390,-1,"['9L', '6L', '10R', '9R', '9L', '8L', '6L', '7L', '6L', '8R', '6L']"
391,1,"['8L', '9L', '7L', '10R', '6L', '10R', '8L', '7L', '6L', '6L', '9L', '8R', '9L', '8L']"
392,-1,"['8R', '6L', '7R', '10R', '10R', '9R', '8R', '10R', '9L', '7R', '8L', '6L']"
393,1,"['7R', '8R', '9R', '10L', '8L', '6L', '8L', '7L', '10R', '6L', '7L', '8L', '7L', '10L', '10R', '8R', '8L', '9L', '8L']"
394,1,"['8R', '7R', '10L', '6L', '6L', '10L', '9L', '6L', '6L', '8R']"
395,-1,"['8R', '7R', '8R', '6R', '10L', '7L', '8R', '10L', '8R', '6L', '8R']"
396,-1,"['7R', '6R', '10R', '7L', '10R', '8L', '10L', '6L', '6R']"
397,1,"['10R', '6L']"
398,-1,"['6L', '6L', '10R', '10L', '6L', '9R', '9L', '8L', '7R', '6L', '6L', '7R', '10L', '8L', '6R', '7L', '6L', '6L', '8L', '6R', '9R', '10L', '6L', '9L', '10L', '7R']"
399,-1,"['9L', '8L', '9R', '7L', '6R', '7L', '6R', '7R', '8R', '9L', '10R']"
400,1,"['9L', '7L', '9R', '10R', '6R', '7R', '8R', '9L', '8L']"
401,0,"['9R', '10L', '10L', '10R', '9L', '8R', '9L', '7R', '7L', '6R', '7L', '6L', '10L']"
402,1,"['6R', '10R', '6R', '7L', '7L', '8L', '7L', '6L', '9R', '9L', '7R', '8R', '9R', '10R', '10L']"
403,-1,"['8L', '6L', '9R', '6R', '7L', '6L', '9L', '8L', '6L', '10R', '9L', '7L', '8R']"
404,1,"['6L', '10L', '10R', '9L', '8L', '10R', '6L', '7L', '8L']"
405,-1,"['6L', '7L', '10L', '7L', '6R', '8R', '9L', '6R', '7L', '6R', '10R']"
406,-1,"['10R', '10L', '9L', '6L', '8L', '6L', '8R', '10R', '9L', '6L', '7L']"
